Apartment building,Daycare center,Detached house,Hospital,Hotel,Office,Restaurant,School
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,6.28000000000000,0.00000000000000,0.00000000000000,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,6.28000000000000,0.00000000000000,0.00000000000000,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,5.08000000000000,0.00000000000000,0.00000000000000,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,5.08000000000000,0.00000000000000,0.00000000000000,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,5.08000000000000,0.00000000000000,0.00000000000000,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,5.08000000000000,0.00000000000000,0.00000000000000,0.00000000000000
4.95000000000000,0.00000000000000,3.90000000000000,10.42727272727270,7.33000000000000,0.00000000000000,9.35333333333333,0.00000000000000
5.55000000000000,0.00000000000000,4.38000000000000,11.20909090909090,7.84000000000000,0.00000000000000,17.93333333333330,0.00000000000000
5.55000000000000,0.00000000000000,4.38000000000000,15.16090909090910,9.43000000000000,0.00000000000000,23.05333333333330,0.00000000000000
3.15000000000000,0.00000000000000,2.70000000000000,15.16090909090910,8.14000000000000,0.00000000000000,23.17333333333330,0.00000000000000
2.35000000000000,0.00000000000000,1.90000000000000,15.16090909090910,5.95000000000000,0.00000000000000,21.70666666666670,0.00000000000000
2.65000000000000,0.00000000000000,2.14000000000000,15.16090909090910,4.86000000000000,0.00000000000000,30.32666666666670,0.00000000000000
2.65000000000000,0.00000000000000,2.14000000000000,15.16090909090910,4.86000000000000,0.00000000000000,38.74666666666670,0.00000000000000
3.10000000000000,0.00000000000000,2.44000000000000,15.16090909090910,4.86000000000000,0.00000000000000,35.83333333333330,0.00000000000000
3.10000000000000,0.00000000000000,2.44000000000000,15.16090909090910,4.86000000000000,0.00000000000000,27.25333333333330,0.00000000000000
2.80000000000000,0.00000000000000,2.20000000000000,15.16090909090910,4.86000000000000,0.00000000000000,21.58666666666670,0.00000000000000
5.35000000000000,0.00000000000000,4.30000000000000,12.83909090909090,5.31000000000000,0.00000000000000,23.54000000000000,0.00000000000000
5.95000000000000,0.00000000000000,4.78000000000000,12.83909090909090,6.18000000000000,0.00000000000000,30.20666666666670,0.00000000000000
5.95000000000000,0.00000000000000,4.78000000000000,11.00909090909090,10.58000000000000,0.00000000000000,38.62666666666670,0.00000000000000
7.60000000000000,0.00000000000000,5.92000000000000,10.02727272727270,12.17000000000000,0.00000000000000,38.54666666666670,0.00000000000000
7.60000000000000,0.00000000000000,5.92000000000000,10.02727272727270,12.68000000000000,0.00000000000000,38.46666666666670,0.00000000000000
7.60000000000000,0.00000000000000,5.92000000000000,10.02727272727270,13.70000000000000,0.00000000000000,29.88666666666670,0.00000000000000
7.50000000000000,0.00000000000000,5.64000000000000,10.02727272727270,11.45000000000000,0.00000000000000,21.69333333333330,0.00000000000000
7.50000000000000,0.00000000000000,5.64000000000000,6.10000000000000,7.48000000000000,0.00000000000000,11.78666666666670,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,6.28000000000000,0.00000000000000,0.00000000000000,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,6.28000000000000,0.00000000000000,0.00000000000000,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,5.08000000000000,0.00000000000000,0.00000000000000,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,5.08000000000000,0.00000000000000,0.00000000000000,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,5.08000000000000,0.00000000000000,0.00000000000000,0.00000000000000
6.00000000000000,0.00000000000000,4.20000000000000,10.42727272727270,5.08000000000000,0.00000000000000,0.00000000000000,0.00000000000000
